ID,Date,Subject,Type,Activity,Start,End,,,,,
1474,11/12/2024,SWE,Project,2nd UI page: custom error message p2,11:11 AM,12:32 PM,,,,,
1475,11/12/2024,SWE,Project,2nd UI page: custom error message p3,3:33 PM,6:47 PM,,,,,
1476,11/13/2024,Career,Homework,Work on resume,3:30 PM,5:10 PM,,,,,
1477,11/13/2024,Career,Prep,MTSI research,6:16 PM,6:57 PM,,,,,
1478,11/14/2024,Career,Work,MTSI tour,3:30 PM,4:50 PM,,,,,
1479,11/14/2024,DBMS,Project,project #2 p2,8:30 PM,10:24 PM,,,,,
1480,11/15/2024,DBMS,Quiz,Quiz #11 p1,10:26 AM,11:11 AM,,,,,
1481,11/15/2024,DBMS,Quiz,Quiz #11 p2,2:52 PM,3:33 PM,,,,,
1482,11/15/2024,DBMS,Quiz,Study/review quiz p1,3:33 PM,4:39 PM,,,,,
1483,11/15/2024,Embedded,Quiz,Quiz #10,10:35 PM,11:08 PM,,,,,
1484,11/16/2024,SWE,Project,Handle timeline issue,3:12 PM,3:41 PM,,,,,
1485,11/16/2024,SWE,Project,2nd UI page: custom error message p4,4:00 PM,4:46 PM,,,,,
1486,11/16/2024,SWE,Project,2nd UI page: custom error message p5,6:27 PM,9:44 PM,,,,,
1487,11/17/2024,Productivity,Data Entry,Data Entry,3:33 PM,3:53 PM,,,,,
1488,11/17/2024,SWE,Project,2nd UI Page: datetime p1,4:14 PM,6:31 PM,,,,,
1489,11/17/2024,SWE,Project,2nd UI Page: datetime p2,8:25 PM,9:30 PM,,,,,
1490,11/18/2024,SWE,Project,2nd UI Page: datetime p3,10:09 AM,11:07 AM,,,,,
1491,11/18/2024,DBMS,Project,Project #2 p3,3:05 PM,4:30 PM,,,,,
1492,11/19/2024,DBMS,Project,Project #2 p4,3:19 PM,9:02 PM,,,,,
1493,11/20/2024,SWE,Project,2nd UI Page: polish up and upload,12:15 PM,12:54 PM,,,,,
1494,11/20/2024,SWE,Participation,Meeting mins W13 + summary,12:54 PM,1:40 PM,,,,,
1495,11/20/2024,SWE,Project,1st UI page: p1,1:55 PM,2:44 PM,,,,,
1496,11/20/2024,SWE,Project,1st UI page: p2 + restyle 2nd UI page,5:15 PM,9:00 PM,,,,,
1497,11/21/2024,SWE,Project,1st UI page: p3: error handling p1,1:19 PM,2:14 PM,,,,,
1498,11/21/2024,SWE,Project,1st UI page: p4 error handling p2,4:30 PM,4:42 PM,,,,,
1499,11/21/2024,SWE,Project,1st UI page: p5,4:22 PM,5:01 PM,,,,,
1500,11/21/2024,SWE,Project,2nd UI page: datetime p4,5:10 PM,6:52 PM,,,,,
1501,11/22/2024,DBMS,Quiz,Quiz #12,7:46 PM,9:10 PM,,,,,
1502,11/22/2024,Embedded,Quiz,Quiz #11,10:10 PM,11:13 PM,,,,,
1503,11/23/2024,Teams I,Lab,Finish CDR + turn in,5:46 PM,7:25 PM,,,,,
1504,11/24/2024,Comparative,Project,Project #6 p1,11:40 AM,1:57 PM,,,,,
1505,11/24/2024,Productivity,Data Entry,Data Entry,3:11 PM,3:23 PM,,,,,
1506,11/24/2024,Comparative,Project,Project #6 p2,3:43 PM,5:53 PM,,,,,
1507,11/24/2024,Comparative,Project,Project #6 p3,7:50 PM,9:42 PM,,,,,
1508,11/24/2024,Productivity,Homework,Add WSU login to iPad,9:47 PM,9:55 PM,,,,,
1509,11/24/2024,Teams I,Lab,Write up project equipment inventory,9:57 PM,10:03 PM,,,,,
1510,11/24/2024,Productivity,Plan,Draft 14th week plan,10:06 PM,10:55 PM,,,,,
1511,11/24/2024,Productivity,Data Entry,Enter data,10:55 PM,10:59 PM,,,,,
1512,11/25/2024,Productivity,Plan,Make daily plan,11:38 AM,11:53 AM,,,,,
1513,11/25/2024,Comparative,Project,Project #6 p4,12:36 PM,1:27 PM,,,,,
1514,11/25/2024,DBMS,Homework,HW #5 p1,1:29 PM,2:22 PM,,,,,
1515,11/25/2024,Embedded,Lab,Lab #4 p1,2:35 PM,5:40 PM,,,,,
1516,11/26/2024,Health,Exercise,Run for 30 mins,11:18 AM,11:48 AM,,,,,
1517,11/26/2024,DBMS,Homework,HW #5 p2,4:04 PM,5:42 PM,,,,,
1518,11/26/2024,DBMS,Homework,HW #5 p3,6:58 PM,10:31 PM,,,,,
1519,11/27/2024,DBMS,Homework,HW #5 p4,1:58 PM,4:25 PM,,,,,
1520,11/27/2024,DBMS,Homework,HW #5 p5,6:41 PM,8:28 PM,,,,,
1521,11/27/2024,Productivity,Data Entry,Data Entry,8:30 PM,8:38 PM,,,,,
1522,11/27/2024,SWE,Project,Group Retrospective,9:40 PM,10:06 PM,,,,,
1523,11/28/2024,Life,Chores,Vacuum p1,10:10 AM,10:26 AM,,,,,
1524,11/28/2024,Life,Chores,Vacuum p2,11:19 AM,11:37 AM,,,,,
1525,11/28/2024,Life,Chores,Laundry p1,10:59 AM,11:04 AM,,,,,
1526,11/28/2024,Life,Chores,Laundry p2,4:32 PM,4:40 PM,,,,,
1527,11/28/2024,SWE,Project,Personal Retrospective,11:44 AM,12:39 PM,,,,,
1528,11/28/2024,Embedded,Lab,Lab #4 p2.A,4:41 PM,4:49 PM,,,,,
1529,11/28/2024,Embedded,Lab,Lab #4 p2.B,6:20 PM,9:23 PM,,,,,
1530,11/29/2024,Embedded,Lab,Lab #4 p3,10:48 AM,1:10 PM,,,,,
1531,11/29/2024,Embedded,Lab,Lab #4 p4,7:35 PM,8:18 PM,,,,,
1532,11/30/2024,Embedded,Lab,Lab #4 p5.A,11:41 AM,11:51 AM,,,,,
1533,11/30/2024,Embedded,Lab,Lab #4 p5.B,12:06 PM,2:12 PM,,,,,
1534,11/30/2024,Embedded,Lab,Lab #4 p6,3:16 PM,6:13 PM,,,,,
1535,11/30/2024,Embedded,Lab,Lab #4 p7,6:44 PM,7:20 PM,,,,,
1536,11/30/2024,Embedded,Lab,Lab #4 p8,9:10 PM,10:34 PM,,,,,
1537,11/30/2024,Productivity,Data Entry,Thanksgiving break data entry,10:37 PM,10:47 PM,,,,,
1538,11/30/2024,Finance,Budget,Nov Budget #5 p1,11:54 PM,11:59 PM,,,,,
1539,12/1/2024,Finance,Budget,Nov Budget #5 p2,12:00 AM,1:08 AM,,,,,
1540,12/1/2024,Finance,Budget,Comprehensive budget: Nov,1:09 AM,1:27 AM,,,,,
1541,12/1/2024,SWE,Presentation,Prep for final presentation p1,3:50 PM,4:09 PM,,,,,
1542,12/1/2024,SWE,Presentation,Pres p1 - 2nd UI page p1,4:18 PM,4:46 PM,,,,,
1543,12/2/2024,Productivity,Plan,Plan for week #15,10:00 AM,10:39 AM,,,,,
1544,12/2/2024,Productivity,Project,Rough reward system plan p1,12:23 PM,12:43 PM,,,,,
1545,12/2/2024,Life,Plan,Christmas wish list draft,12:43 PM,1:23 PM,,,,,
1546,12/2/2024,Teams I,Lab,Fix cdr formatting,1:46 PM,2:50 PM,,,,,
1547,12/2/2024,Embedded,Lab,Lab #4 in practice,3:00 PM,6:50 PM,,,,,
1548,12/2/2024,SWE,Presentation,Final presentation meeting + prep,7:05 PM,8:20 PM,,,,,
1549,12/3/2024,SWE,Presentation,Practice for presentation,10:20 AM,10:50 AM,,,,,
1550,12/3/2024,Comparative,Project,Project #7 p1,4:39 PM,7:07 PM,,,,,
1551,12/3/2024,Comparative,Project,Project #7 p2,8:15 PM,8:58 PM,,,,,
1552,12/3/2024,Productivity,Data Entry,Data Entry,8:59 PM,9:08 PM,,,,,
1553,12/4/2024,Productivity,Project,Create entertainment + social log sheet,10:06 AM,10:59 AM,,,,,
1554,12/4/2024,Productivity,Data Entry,Track social time for 12/4,3:50 PM,4:29 PM,,,,,
1555,12/4/2024,Productivity,Data Entry,Track entertainment time 12/4,4:30 PM,5:30 PM,,,,,
1556,12/4/2024,Finance,Bills,License registration renewal p1,5:32 PM,5:51 PM,,,,,
1557,12/4/2024,Finance,Budget,Update november budget: license renewal,5:57 PM,6:32 PM,,,,,
1558,12/4/2024,Finance,Bills,Update EveryDollar entries + transfer $,7:50 PM,8:49 PM,,,,,
1559,12/4/2024,Finance,Bills,Handle tuition,8:52 PM,8:56 PM,,,,,
1560,12/4/2024,Productivity,Project,Edit social time + entertainment trackers,9:07 PM,9:17 PM,,,,,
1561,12/6/2024,Productivity,Data Entry,Social tracking: 12/5 + 12/6,12:18 PM,1:14 PM,,,,,
1562,12/6/2024,Productivity,Data Entry,Entertainment tracking: 12/5 + 12/6,1:15 PM,1:52 PM,,,,,
1563,12/6/2024,Life,Chores,Buy deodorant + buy lunch,1:56 PM,2:32 PM,,,,,
1564,12/6/2024,Productivity,Data Entry,"Data entry - productivity, entertainment",3:00 PM,4:53 PM,,,,,
1565,12/6/2024,Productivity,Data Entry,Data entry - social + DB design,4:54 PM,5:56 PM,,,,,
1566,12/6/2024,Embedded,Prep,Download lectures,7:24 PM,7:30 PM,,,,,
1567,12/6/2024,Productivity,Project,Create work summary report p1,7:39 PM,10:07 PM,,,,,
1568,12/7/2024,Productivity,Plan,Create rough plan for the day,11:42 AM,11:54 AM,,,,,
1569,12/7/2024,Productivity,Data Entry,Enter entertainment + social data fri + sat,12:05 PM,12:40 PM,,,,,
1570,12/7/2024,Productivity,Project,Reward system draft p2,12:44 PM,1:34 PM,,,,,
1571,12/7/2024,Productivity,Project,Reward system draft p3,2:58 PM,5:21 PM,,,,,
1572,12/7/2024,Productivity,Project,Reward system draft p4,8:05 PM,9:25 PM,,,,,
1573,12/7/2024,Productivity,Plan,Clean up Notion project pages + download new gifs,9:25 PM,10:55 PM,,,,,
1574,12/7/2024,Productivity,Data Entry,Productivity data entry,11:01 PM,11:12 PM,,,,,
1575,12/7/2024,Productivity,Project,Collect diablo points for 12/7,11:15 PM,11:27 PM,,,,,
1576,12/8/2024,Productivity,Project,Track entertainment time sat + sun,1:35 PM,1:45 PM,,,,,
1577,12/8/2024,Productivity,Project,Track social time sat + sun,1:45 PM,2:04 PM,,,,,
1578,12/8/2024,Life,Chores,"Laundry + pick up groceries, buy gas, fix printer",11:30 AM,1:15 PM,,,,,
1579,12/8/2024,Life,Prep,Prep for gym and studying at WSU,2:29 PM,2:45 PM,,,,,
1580,12/8/2024,Comparative,Final,Takehome Final Exam p1,5:12 PM,8:57 PM,,,,,
1581,12/9/2024,Comparative,Final,Takehome Final Exam p2,10:06 AM,1:12 PM,,,,,
1582,12/9/2024,Comparative,Final,Takehome Final Exam p3,2:13 PM,3:47 PM,,,,,
1583,12/9/2024,Comparative,Final,Takehome Final Exam p4,5:16 PM,7:47 PM,,,,,
1584,12/9/2024,Comparative,Final,Takehome Final Exam p5,8:10 PM,10:48 PM,,,,,
1585,12/9/2024,Productivity,Data Entry,Data Entry,10:50 PM,10:56 PM,,,,,
1586,12/10/2024,Comparative,Final,Takehome Final Exam p6,10:56 AM,12:33 PM,,,,,
1587,12/10/2024,Comparative,Final,Takehome Final Exam p7,4:02 PM,4:57 PM,,,,,
1588,12/10/2024,Embedded,Quiz,Quiz #12,5:37 PM,6:19 PM,,,,,
1589,12/10/2024,Productivity,Project,Enter entertainment data (12/8-12/10),6:24 PM,7:04 PM,,,,,
1590,12/10/2024,Productivity,Project,Enter social data (12/8-12/10),7:05 PM,7:20 PM,,,,,
1591,12/10/2024,Embedded,Final,Practice final p1,7:24 PM,7:34 PM,,,,,
1592,12/10/2024,Embedded,Final,Practice final p2,7:52 PM,9:16 PM,,,,,
1593,12/10/2024,Productivity,Data Entry,Data entry,9:26 PM,9:32 PM,,,,,
1594,12/11/2024,Embedded,Final,Practice final p3,10:43 AM,11:48 AM,,,,,
1595,12/11/2024,Embedded,Final,Practice final p4,12:14 PM,12:23 PM,,,,,
1596,12/11/2024,Embedded,Final,Practice final p5,12:31 PM,3:10 PM,,,,,
1597,12/11/2024,Embedded,Final,Practice final p6,3:23 PM,4:17 PM,,,,,
1598,12/11/2024,DBMS,Final,Study for final p1,7:14 PM,9:42 PM,,,,,
1599,12/12/2024,Social,Gift,Work on mom's mother day gift,9:27 AM,10:24 AM,,,,,
1600,12/12/2024,DBMS,Final,Study for final p2,10:35 AM,11:15 AM,,,,,
1601,12/12/2024,DBMS,Final,Study for final p3,11:25 AM,11:45 AM,,,,,
1602,12/12/2024,DBMS,Final,Study for final p4,11:52 AM,1:44 PM,,,,,
1603,12/12/2024,DBMS,Final,Study for final p5,1:54 PM,2:39 PM,,,,,
1604,12/12/2024,DBMS,Final,Study for final p6,3:13 PM,6:10 PM,,,,,
1605,12/13/2024,DBMS,Final,Create exam cheat sheet,9:41 AM,10:15 AM,,,,,
1606,12/13/2024,Embedded,Final,Final Exam study prep - extract all quiz qs,1:48 PM,2:31 PM,,,,,
1607,12/14/2024,Productivity,Project,DB Design + enter grade data p1,3:33 PM,4:51 PM,,,,,
1608,12/14/2024,Productivity,Project,DB Design + enter grade data p2,5:10 PM,5:30 PM,,,,,
1609,12/15/2024,Productivity,Project,DB Design + enter grade data p3,1:52 PM,6:07 PM,,,,,
1610,12/16/2024,Productivity,Planning,17th Weekly Plan draft,12:12 PM,12:21 PM,,,,,
1611,12/16/2024,Therapy,Homework,Therapy review questions,1:42 PM,3:43 PM,,,,,
1612,12/16/2024,School,Homework,Apply for graduation p1,5:35 PM,5:46 PM,,,,,
1613,12/16/2024,Career,Resume,Make brief resume updates,5:56 PM,7:32 PM,,,,,
1614,12/16/2024,Life,Chore,Clean laptop,7:49 PM,7:59 PM,,,,,
1615,12/16/2024,Productivity,Data Entry,Enter grades data,9:02 PM,9:18 PM,,,,,
1616,12/16/2024,Productivity,Plan,Prioritize options draft 1,9:42 PM,10:16 PM,,,,,
1617,12/17/2024,Life,Chore,Troubleshoot mom photo issue,12:00 PM,12:35 PM,,,,,
1618,12/17/2024,Social,Homework,Gift assign p1,4:06 PM,5:43 PM,,,,,
1619,12/17/2024,School,Prep,Prep for Spring 2025 semester,5:56 PM,6:48 PM,,,,,
1620,12/18/2024,Social,Homework,Gift assign p2,11:39 AM,1:10 PM,,,,,
1621,12/18/2024,Social,Text,Respond to texts,1:37 PM,1:45 PM,,,,,
1622,12/18/2024,Therapy,Plan,Review + create new hw assign,1:45 PM,1:58 PM,,,,,
1623,12/18/2024,Productivity,Plan,Prioritize options draft 2,3:14 PM,4:01 PM,,,,,
1624,12/18/2024,Productivity,Project,Update reward system,4:02 PM,6:55 PM,,,,,
1625,12/18/2024,Productivity,Data Entry,Data entry,8:22 PM,8:30 PM,,,,,12 entries
1626,12/18/2024,Productivity,Project,Data analysis project p1,8:56 PM,9:29 PM,,,,,
1627,12/19/2024,Productivity,Project,Data analysis project p2,9:45 AM,10:46 AM,,,,,
1628,12/19/2024,Productivity,Project,Data analysis project p3,11:00 AM,11:36 AM,,,,,
1629,12/19/2024,Social,Phone Call,Teresa phone call,11:36 AM,12:16 PM,,,,,
1630,12/19/2024,Productivity,Project,Data analysis project p4,12:43 PM,2:39 PM,,,,,
1631,12/19/2024,Productivity,Data Entry,Data entry,2:41 PM,2:45 PM,,,,,6 entries
1632,12/19/2024,Productivity,Project,Data analysis project p5,4:09 PM,7:22 PM,,,,,
1633,12/20/2024,Life,Chore,Chore block p1,9:50 AM,10:20 AM,,,,,
1634,12/20/2024,Productivity,Project,Make accomplishment log for winter 2024,10:20 AM,10:59 AM,,,,,
1635,12/20/2024,Productivity,Data Entry,Enter prod data + reward system data p1,11:05 AM,12:37 PM,,,,,
1636,12/20/2024,Productivity,Planning,Make rough plan/schedule for break,1:12 PM,1:41 PM,,,,,
1637,12/20/2024,Life,Chore,clean dishes,1:54 PM,2:19 PM,,,,,
1638,12/20/2024,Productivity,Prep,organize old data sheets + print new data sheets,2:21 PM,2:38 PM,,,,,
1639,12/20/2024,Career,Apply,Apply to 5 jobs,3:18 PM,3:48 PM,,,,,
1640,12/20/2024,Productivity,Project,Data analysis p6,4:32 PM,6:19 PM,,,,,
1641,12/21/2024,Life,Chore,Help mom print labels,9:27 AM,10:23 AM,,,,,
1642,12/21/2024,Productivity,Project,Data analysis project p7,4:13 PM,5:53 PM,,,,,
1643,12/21/2024,Productivity,Project,Data analysis project p8,6:07 PM,7:32 PM,,,,,
1644,12/21/2024,Productivity,Data Entry,Enter winter prod data,7:36 PM,7:41 PM,,,,,10 entries
1645,11/23/2024,Productivity,Project,Data analysis p9,9:00 PM,9:30 PM,,,,,
1646,11/24/2024,Productivity,Plan,Make plan for next 3 hours,4:00 PM,4:18 PM,,,,,
1647,11/24/2024,Life,Chores,"Chore block: laundry, vacuum, clean bathroom",4:19 PM,5:24 PM,,,,,started to drink more water
1648,11/24/2024,Productivity,Project,Winter break completion log update 12/21 - 12/24,5:27 PM,5:51 PM,,,,,
1649,11/24/2024,Productivity,Project,Update query log,5:52 PM,6:39 PM,,,,,
1650,11/24/2024,Productivity,Project,Update programming journal p1,6:40 PM,6:50 PM,,,,,
1651,11/24/2024,Productivity,Project,Update programming journal p2,7:33 PM,7:53 PM,,,,,
1652,11/24/2024,Productivity,Project,Data analysis project p10,7:53 PM,10:18 PM,,,,,
1653,11/24/2024,Productivity,Data Entry,Enter prod data,10:20 PM,10:28 PM,,,,,7 entries
1654,12/25/2024,Career,Project,Netradyne Pi project p1 - research setting up pi p1,12:44 PM,4:06 PM,,,,,
1655,12/25/2024,Career,Project,Netradyne Pi project p2 - research setting up pi p2,5:11 PM,5:39 PM,,,,,
1656,12/25/2024,Productivity,Project,Data analysis project p11,7:28 PM,8:00 PM,,,,,
1657,12/25/2024,Productivity,Project,Data analysis project p12,9:02 PM,11:15 PM,,,,,
1658,12/26/2024,Productivity,Project,Data analysis project p13,10:32 AM,12:12 PM,,,,,
1659,12/26/2024,Productivity,Project,Data analysis project p14,2:13 PM,3:19 PM,,,,,
1660,12/26/2024,Life,Research,Research snack + meal ideas,4:47 PM,5:17 PM,,,,,
1661,12/26/2024,Productivity,Project,Data analysis project p15,7:33 PM,7:59 PM,,,,,
1662,12/27/2024,Productivity,Project,Data analysis project p16,8:56 AM,10:55 AM,,,,,
1663,12/27/2024,Productivity,Project,Data analysis project p17,11:02 AM,12:37 PM,,,,,
1664,12/27/2024,Productivity,Project,Data analysis project p18,2:13 PM,3:56 PM,,,,,
1665,12/27/2024,Productivity,Project,Data analysis project p19,4:39 PM,4:53 PM,,,,,
1666,12/27/2024,Productivity,Project,Data analysis project p20,8:16 PM,10:57 PM,,,,,
1667,12/28/2024,Productivity,Project,Data analysis project p21,11:09 AM,11:33 AM,,,,,
1668,12/28/2024,Productivity,Project,Data analysis project p22,11:53 AM,1:33 PM,,,,,
1669,12/28/2024,Productivity,Project,Data Entry,1:39 PM,1:50 PM,,,,,11 entries
1670,12/28/2024,Productivity,Project,Data analysis project p23,2:38 PM,3:35 PM,,,,,
1671,12/28/2024,Productivity,Project,Data analysis project p24,3:35 PM,3:48 PM,,,,,
1672,12/28/2024,Productivity,Project,Data analysis project p25,8:29 PM,9:09 PM,,,,,
1673,12/29/2024,Life,Chore,Keyfob issue p1,10:27 AM,11:22 AM,,,,,
1674,12/29/2024,Life,Chore,Keyfob issue p2,11:40 AM,12:00 PM,,,,,
1675,12/29/2024,Career,Prep,Handle monitor issue p1,12:04 PM,12:59 PM,,,,,
1676,12/29/2024,Life,Chore,Organize email and notes p1,12:59 PM,1:08 PM,,,,,
1677,12/29/2024,Life,Chore,Organize email and notes p2,1:35 PM,1:53 PM,,,,,
1678,12/29/2024,Productivity,Project,Update completion log,1:55 PM,2:43 PM,,,,,
1679,12/29/2024,Productivity,Project,Update query log,2:43 PM,3:30 PM,,,,,
1680,12/29/2024,Productivity,Plan,19th weekly plan draft #1,3:40 PM,3:53 PM,,,,,
1681,12/29/2024,Productivity,Project,Data analysis project p26,3:53 PM,6:45 PM,,,,,
1682,12/29/2024,Productivity,Data Entry,Enter data,7:05 PM,7:15 PM,,,,,13 entries
1683,12/29/2024,Career,Project,Netradyne Pi project p3 - set up case,7:56 PM,8:15 PM,,,,,
1684,12/29/2024,Productivity,Project,Data analysis project p27,9:06 PM,9:56 PM,,,,,
1685,12/30/2024,Productivity,Project,Data analysis project p28 - graph analysis p1,9:30 AM,11:12 AM,,,,,
1686,12/30/2024,Life,Cook,Cook broccoli + clean up,12:40 PM,1:24 PM,,,,,
1687,12/30/2024,Productivity,Project,Data analysis project p29 - graph analysis p2,2:05 PM,4:24 PM,,,,,
1688,12/30/2024,Life,Chore,Rake leaves front + back,4:24 PM,5:14 PM,,,,,
1689,12/30/2024,Productivity,Data Entry,Enter data,6:57 PM,7:02 PM,,,,,7 entries
1690,12/30/2024,Productivity,Project,Data analysis project p30 - graph analysis p3,7:03 PM,8:13 PM,,,,,
1691,12/30/2024,Productivity,Project,Data analysis project p31 - graph analysis p4,8:18 PM,8:56 PM,,,,,
1692,12/30/2024,Life,Prep,Write Richard a letter + seal box,8:56 PM,9:21 PM,,,,,
1693,12/31/2024,Career,Project,Netradyne Pi project p4 - unbox monitor + setup os,2:28 PM,4:18 PM,,,,,
1694,12/31/2024,Career,Apply,Apply to R&R p1,5:00 PM,5:18 PM,,,,,
1695,12/31/2024,Career,Apply,Apply to R&R p2,5:19 PM,5:33 PM,,,,,
1696,12/31/2024,Life,Chore,Dishes,5:52 PM,6:30 PM,,,,,
1697,12/31/2024,Career,Apply,Apply to R&R p3,7:39 PM,8:25 PM,,,,,
1698,1/1/2025,Life,Chore,"Chore block - dishes, laundry, declutter room",10:15 AM,11:59 AM,,,,,
1699,1/1/2025,Finance,Budget,"Monthly budget review - Dec, p1",12:57 PM,1:22 PM,,,,,
1700,1/1/2025,Finance,Budget,"Monthly budget review - Dec, p2",1:39 PM,2:36 PM,,,,,
1701,1/1/2025,Productivity,Data Entry,Enter data,2:37 PM,2:45 PM,,,,,9 entries
1702,1/1/2025,Productivity,Project,Data analysis project p32,3:13 PM,5:04 PM,,,,,
1703,1/2/2025,Productivity,Project,Data analysis project p33,10:07 AM,12:06 PM,,,,,
1704,1/2/2025,Productivity,Project,Data analysis project p34,12:24 PM,3:02 PM,,,,,
1705,1/2/2025,Health,Exercise,Life weights,4:27 PM,5:07 PM,,,,,
1706,1/2/2025,Health,Exercise,Walk with mom on base,5:50 PM,6:10 PM,,,,,
1707,1/2/2025,Life,Chore,Clean dishes,7:10 PM,7:40 PM,,,,,
1708,1/3/2025,Productivity,Project,Data analysis project p35,10:42 AM,12:17 PM,,,,,
1709,1/3/2025,Productivity,Project,Data analysis project p36,12:34 PM,2:44 PM,,,,,
1710,1/3/2025,Life,Errand,Pick up meds + call prestige lock & key,3:30 PM,5:11 PM,,,,,
1711,1/3/2025,Productivity,Project,Data analysis project p37,7:01 PM,8:24 PM,,,,,
1712,1/3/2025,Productivity,Project,Data analysis project p38,9:02 PM,10:57 PM,,,,,
1713,1/4/2025,Productivity,Project,Data analysis project p39,11:24 AM,11:58 AM,,,,,
1714,1/4/2025,Productivity,Project,Data analysis project p40,12:07 PM,1:03 PM,,,,,
1715,1/4/2025,Productivity,Project,Data analysis project p41,1:33 PM,4:05 PM,,,,,
1716,1/4/2025,Productivity,Project,Data analysis project p42,4:14 PM,4:19 PM,,,,,
1717,1/4/2025,Productivity,Project,Data analysis project p43,5:48 PM,6:23 PM,,,,,
1718,1/4/2025,Productivity,Project,Data analysis project p44,6:43 PM,7:00 PM,,,,,
1719,1/4/2025,Productivity,Project,Data analysis project p45,9:07 PM,10:24 PM,,,,,
1720,1/5/2025,Productivity,Project,Data analysis project p46,2:44 PM,5:33 PM,,,,,
1721,1/5/2025,Productivity,Project,Data analysis project p47,8:09 PM,11:51 PM,,,,,
1722,1/6/2025,Productivity,Project,Data analysis project p48,8:20 PM,9:51 PM,,,,,
1723,1/6/2025,Life,Chore,Clearn snow in driveway p1,8:20 AM,10:20 AM,,,,,
1724,1/6/2025,Life,Chore,Clearn snow in driveway p2,3:00 PM,4:20 PM,,,,,
1725,1/7/2025,Life,Chore,Throw away christmas tree,10:40 AM,11:00 AM,,,,,
1726,1/7/2025,Productivity,Project,Data analysis project p49,11:05 AM,12:01 PM,,,,,
1727,1/7/2025,Productivity,Project,Data analysis project p50,12:47 PM,2:19 PM,,,,,
1728,1/7/2025,Productivity,Project,Data analysis project p51,2:58 PM,5:03 PM,,,,,
1729,1/7/2025,Life,Errand,Set up credit monitoring service,5:38 PM,6:33 PM,,,,,
1730,1/7/2025,Productivity,Project,Data analysis project p52,6:48 PM,7:32 PM,,,,,
1731,1/7/2025,Productivity,Data Entry,Enter data,7:33 PM,7:43 PM,,,,,
1732,1/7/2025,Productivity,Project,Data analysis project p53,10:25 PM,10:48 PM,,,,,
1733,1/8/2025,Productivity,Project,Data analysis project p54,10:28 AM,11:23 AM,,,,,
1734,1/8/2025,Productivity,Project,Data analysis project p55,4:08 PM,6:15 PM,,,,,
1735,1/8/2025,Productivity,Project,Data analysis project p56,8:57 PM,9:20 PM,,,,,
1736,1/9/2025,Life,Errand,Change flat tire p1,12:00 PM,1:00 PM,,,,,
1737,1/9/2025,Life,Errand,Change flat tire p2,3:00 PM,4:12 PM,,,,,
1738,1/9/2025,Productivity,Project,Data analysis project p57,4:58 PM,6:38 PM,,,,,
1739,1/10/2025,Productivity,Project,Data analysis project p58,12:29 PM,2:18 PM,,,,,
1740,1/10/2025,Productivity,Data Entry,Enter data,2:23 PM,2:31 PM,,,,,
1741,1/10/2025,Productivity,Organize,Update project sections p1,3:30 PM,4:00 PM,,,,,
1742,1/10/2025,Life,Chore,Clear snow from driveway,4:00 PM,4:17 PM,,,,,
1743,1/10/2025,Productivity,Organize,Update project sections p2,4:30 PM,5:37 PM,,,,,
1744,1/10/2025,Life,Chore,Organize gmail + WSU outlook,6:08 PM,6:26 PM,,,,,
1745,1/10/2025,Life,Chore,Prep + eat dinner,6:59 PM,7:40 PM,,,,,
1746,1/10/2025,School,Prep,Prep for semester p1,9:45 PM,10:30 PM,,,,,
1747,1/10/2025,School,Prep,Prep for semester p2,10:30 PM,11:30 PM,,,,,
1748,1/11/2025,Life,Chore,Clear driveway of snow,9:40 AM,10:02 AM,,,,,
1749,1/11/2025,Career,Project,Upload project code to github p1,2:00 PM,2:13 PM,,,,,
1750,1/11/2025,Career,Project,Upload project code to github p2,4:13 PM,6:52 PM,,,,,
1751,1/11/2025,Career,Resume,Update resume cv p1,9:30 PM,10:36 PM,,,,,
1752,1/11/2025,Productivitiy,Data Entry,Enter data,11:09 PM,11:18 PM,,,,,12 entries
1753,1/12/2025,Life,Chore,Clean laptop,11:12 AM,11:24 AM,,,,,
1754,1/12/2025,Life,Hygiene,Clip nails + empty trash,11:26 AM,11:43 AM,,,,,
1755,1/12/2025,Therapy,Homework,Therapy homework p1,1:59 PM,2:31 PM,,,,,
1756,1/12/2025,Therapy,Homework,Therapy homework p2,2:43 PM,4:21 PM,,,,,
1757,1/12/2025,Health,Exercise,Lift weights,4:40 PM,6:05 PM,,,,,
1758,1/12/2025,Life,Chore,Clean dishes,7:58 PM,8:26 PM,,,,,
1759,1/12/2025,Therapy,Homework,Therapy homework p3,8:48 PM,9:33 PM,,,,,
1760,1/12/2025,Productivity,Data Entry,Enter data  + produce final winter prod report,9:33 PM,9:39 PM,,,,,
1761,1/12/2025,Productivity,Project,Data analysis project p59,9:39 PM,10:30 PM,,,,,
1762,1/12/2025,Productivity,Plan,Plan for week #1 draft #1,10:30 PM,11:04 PM,,,,,
1763,1/12/2025,Life,Chore,Get Readingy for bed + make lunch,11:15 PM,11:31 PM,,,,,
